key,fare_amount
2014-06-14 13:39:00.000000134,8.249154
2014-06-14 13:39:00.000000142,7.2522044
2014-06-14 13:39:00.000000122,11.309575
2014-06-14 13:39:00.000000176,10.642098
2011-12-12 09:42:12.0000004,6.085594
2011-12-12 09:42:12.0000002,4.3125463
2011-12-12 09:42:12.0000001,11.122907
2011-12-12 09:42:12.0000003,6.979922
2011-12-12 09:42:12.0000005,8.262016
2013-06-27 00:20:40.0000001,17.631096
2013-06-27 00:20:40.0000003,10.92797
2009-02-20 13:34:16.0000001,7.870926
2009-02-20 13:34:16.0000002,11.312882
2009-02-20 13:34:16.0000003,7.3134675
2010-08-22 21:14:08.0000001,28.858862
2010-08-22 21:14:08.0000005,13.961028
2010-08-22 21:14:08.0000003,4.742511
2010-08-22 21:14:08.0000002,6.9687333
2012-08-06 08:58:08.0000002,5.3903184
2012-08-06 08:58:08.0000001,17.35103
2013-11-04 08:34:12.0000003,6.009547
2013-11-04 08:34:12.0000001,10.666715
2013-11-04 08:34:12.0000002,11.243074
2011-06-24 20:34:48.0000002,7.5693717
2011-06-24 20:34:48.0000001,18.229038
2011-03-28 20:38:36.0000003,5.170282
2011-03-28 20:38:36.0000004,5.1331954
2011-03-28 20:38:36.0000002,7.3232837
2011-08-14 20:36:28.0000004,5.9623895
2011-08-14 20:36:28.0000001,6.3489084
2011-08-14 20:36:28.0000003,20.500221
2011-08-14 20:36:28.0000002,6.2243195
2015-02-21 15:52:44.0000004,20.609077
2015-02-21 15:52:44.0000003,9.892607
2015-02-21 15:52:44.0000002,18.801207
2015-02-21 15:52:44.0000001,10.40445
2013-01-29 11:29:52.0000001,10.20152
2014-09-12 19:03:48.0000001,10.394914
2013-11-09 18:52:40.0000004,9.756855
2013-11-09 18:52:40.0000002,12.990512
2013-04-25 16:10:04.0000001,56.57975
2013-04-25 16:10:04.0000002,8.856677
2013-09-07 14:37:52.0000001,8.116627
2013-09-07 14:37:52.0000002,11.482682
2013-09-07 14:37:52.0000003,5.692399
2011-05-21 13:16:20.0000004,5.064177
2011-05-21 13:16:20.0000001,5.765677
2011-05-21 13:16:20.0000003,9.204375
2011-11-25 16:36:24.0000002,6.0105805
2011-11-25 16:36:24.0000001,11.041075
2015-01-31 20:54:04.0000001,5.9919343
2010-11-01 23:31:28.0000002,6.14182
2010-11-01 23:31:28.0000001,7.4438663
2010-11-01 23:31:28.0000003,8.504145
2011-03-24 15:57:04.0000003,4.4639215
2011-03-24 15:57:04.0000001,7.8339696
2010-05-10 10:37:04.0000005,6.1466746
2010-05-10 10:37:04.0000002,5.7144766
2010-05-10 10:37:04.0000003,9.155251
2010-05-10 10:37:04.0000006,8.147163
2012-06-09 16:53:44.0000002,8.468747
2012-08-22 22:39:20.0000003,17.340588
2012-08-22 22:39:20.0000001,4.8389816
2012-12-23 02:29:16.0000001,14.371035
2012-06-30 15:55:12.0000004,14.25226
2012-06-30 15:55:12.0000002,6.7474546
2012-06-30 15:55:12.0000003,11.226
2012-06-30 15:55:12.0000001,5.8385553
2011-10-02 23:36:00.00000056,9.33851
2011-10-02 23:36:00.00000086,16.010002
2011-10-02 23:36:00.00000081,14.68146
2011-10-02 23:36:00.0000009,3.9389915
2011-10-02 23:36:00.00000041,10.941405
2011-10-02 23:36:00.00000091,3.9660206
2011-10-02 23:36:00.0000008,10.348967
2011-10-02 23:36:00.00000015,26.107752
2011-10-02 23:36:00.00000014,8.208542
2011-10-02 23:36:00.00000047,6.7082324
2011-10-02 23:36:00.00000076,7.046975
2011-10-02 23:36:00.00000011,6.244669
2011-10-02 23:36:00.00000075,4.659725
2011-10-02 23:36:00.00000035,6.6410933
2011-10-02 23:36:00.00000099,5.038723
2011-10-02 23:36:00.00000062,7.7857227
2011-10-02 23:36:00.00000085,8.386593
2011-10-02 23:36:00.00000043,16.454527
2011-10-02 23:36:00.00000071,10.417195
2011-10-02 23:36:00.00000023,5.511011
2011-10-02 23:36:00.00000092,4.9936886
2011-10-02 23:36:00.00000037,8.225506
2011-10-02 23:36:00.00000083,9.310635
2011-10-02 23:36:00.00000054,11.216499
2011-10-02 23:36:00.00000073,8.004822
2011-10-02 23:36:00.0000005,7.0334725
2011-10-02 23:36:00.00000095,4.9455543
2011-10-02 23:36:00.00000088,6.7188487
2011-10-02 23:36:00.00000030,7.433272
2011-10-02 23:36:00.0000007,11.046051
2011-10-02 23:36:00.00000013,8.542979
2011-10-02 23:36:00.00000065,24.597895
2011-10-02 23:36:00.00000089,48.318165
2011-10-02 23:36:00.00000096,6.6504936
2011-10-02 23:36:00.00000039,8.663497
2011-10-02 23:36:00.00000038,25.352428
2011-10-02 23:36:00.00000067,16.97251
2011-10-02 23:36:00.00000077,10.75458
2011-10-02 23:36:00.00000020,17.299608
2011-10-02 23:36:00.00000063,15.020123
2011-10-02 23:36:00.00000012,7.82899
2011-10-02 23:36:00.00000058,15.019091
2011-10-02 23:36:00.00000026,9.752137
2011-10-02 23:36:00.00000074,17.956327
2011-10-02 23:36:00.00000059,20.848526
2011-10-02 23:36:00.00000090,13.894294
2011-10-02 23:36:00.0000004,29.601831
2011-10-02 23:36:00.0000003,14.628393
2011-10-02 23:36:00.00000021,15.216099
2011-10-02 23:36:00.00000097,7.3937182
2011-10-02 23:36:00.00000036,16.54541
2011-10-02 23:36:00.00000024,18.949804
2011-10-02 23:36:00.00000082,47.600746
2011-10-02 23:36:00.000000100,7.0955315
2011-10-02 23:36:00.00000040,4.456426
2011-10-02 23:36:00.00000022,4.035748
2013-03-21 12:47:28.0000006,11.348961
2013-03-21 12:47:28.0000008,10.759582
2013-03-21 12:47:28.0000003,12.680867
2013-03-21 12:47:28.0000005,6.975534
2013-03-21 12:47:28.0000002,8.531883
2013-06-07 03:02:56.0000002,17.144018
2013-06-07 03:02:56.0000001,6.608253
2010-09-05 22:31:32.0000002,38.45855
2013-07-12 23:33:24.0000001,10.001574
2009-12-03 02:32:08.0000001,18.024576
2009-10-15 03:50:36.0000001,5.135552
2011-09-25 22:36:32.0000002,21.585861
2011-09-25 22:36:32.0000001,11.012194
2015-06-08 20:02:56.0000001,10.54321
2014-07-16 08:03:32.0000002,11.228694
2014-07-16 08:03:32.0000001,12.851832
2011-12-15 13:14:32.0000002,8.612365
2011-12-15 13:14:32.0000001,5.30134
2011-10-11 22:13:48.0000002,12.922643
2011-10-11 22:13:48.0000005,8.389413
2011-10-11 22:13:48.0000003,6.9040546
2013-09-14 16:53:20.0000001,8.360382
2013-09-14 16:53:20.0000002,10.540643
2014-02-06 09:09:56.0000004,5.7569904
2014-02-06 09:09:56.0000003,6.363411
2014-02-06 09:09:56.0000001,5.4336615
2009-06-10 16:55:00.00000081,28.52637
2009-06-10 16:55:00.00000029,5.5821304
2009-06-10 16:55:00.000000109,8.303108
2009-06-10 16:55:00.00000098,48.131886
2009-06-10 16:55:00.00000054,8.99754
2009-06-10 16:55:00.00000021,31.323961
2009-06-10 16:55:00.00000012,9.460867
2009-06-10 16:55:00.00000033,6.118872
2009-06-10 16:55:00.00000024,8.940043
2009-06-10 16:55:00.00000099,10.529845
2009-06-10 16:55:00.0000009,7.558801
2009-06-10 16:55:00.000000158,6.7457557
2009-06-10 16:55:00.000000141,4.6047306
2009-06-10 16:55:00.00000093,7.5792046
2009-06-10 16:55:00.000000161,10.067318
2009-06-10 16:55:00.00000088,5.62291
2009-06-10 16:55:00.0000003,8.519317
2009-06-10 16:55:00.00000018,5.4658265
2009-06-10 16:55:00.00000047,7.036055
2009-06-10 16:55:00.000000154,10.750337
2009-06-10 16:55:00.000000131,9.5395155
2009-06-10 16:55:00.00000046,13.178527
2009-06-10 16:55:00.0000004,5.102557
2009-06-10 16:55:00.000000107,7.116021
2009-06-10 16:55:00.000000114,5.8507514
2009-06-10 16:55:00.000000117,8.028415
2009-06-10 16:55:00.000000162,10.19368
2009-06-10 16:55:00.00000049,9.833023
2009-06-10 16:55:00.00000069,7.175177
2009-06-10 16:55:00.000000111,8.392812
2009-06-10 16:55:00.00000083,4.3875556
2009-06-10 16:55:00.000000166,58.4217
2009-06-10 16:55:00.000000135,9.385269
2009-06-10 16:55:00.00000044,32.6459
2009-06-10 16:55:00.00000085,7.5569916
2009-06-10 16:55:00.000000115,6.2699976
2009-06-10 16:55:00.000000108,6.253772
2009-06-10 16:55:00.00000034,5.6140537
2009-06-10 16:55:00.00000060,14.862272
2009-06-10 16:55:00.000000120,4.7869673
2009-06-10 16:55:00.000000174,32.36472
2009-06-10 16:55:00.0000007,6.5241394
2009-06-10 16:55:00.000000159,7.14625
2009-06-10 16:55:00.000000171,26.10536
2009-06-10 16:55:00.000000145,12.054567
2009-06-10 16:55:00.00000074,8.115052
2009-06-10 16:55:00.000000138,11.314031
2009-06-10 16:55:00.00000048,4.94784
2009-06-10 16:55:00.000000101,5.366385
2009-06-10 16:55:00.000000153,5.408779
2009-06-10 16:55:00.0000002,8.883656
2009-06-10 16:55:00.00000037,9.220696
2009-06-10 16:55:00.000000151,10.212626
2009-06-10 16:55:00.000000127,28.664457
2009-06-10 16:55:00.000000144,42.41269
2009-06-10 16:55:00.000000165,12.585107
2009-06-10 16:55:00.0000008,5.269135
2009-06-10 16:55:00.000000122,7.531939
2009-06-10 16:55:00.00000055,29.448292
2009-06-10 16:55:00.00000079,4.675103
2009-06-10 16:55:00.00000016,16.692411
2009-06-10 16:55:00.000000160,17.79907
2009-06-10 16:55:00.000000139,6.1669674
2009-06-10 16:55:00.00000075,5.2683516
2009-06-10 16:55:00.00000017,6.5789824
2009-06-10 16:55:00.00000070,5.1772532
2009-06-10 16:55:00.000000118,11.599188
2009-06-10 16:55:00.00000066,12.304936
2009-06-10 16:55:00.000000164,5.4515195
2009-06-10 16:55:00.000000100,9.912424
2009-06-10 16:55:00.00000082,8.613738
2009-06-10 16:55:00.00000090,12.82486
2009-06-10 16:55:00.000000125,12.357578
2009-06-10 16:55:00.000000149,6.608457
2009-06-10 16:55:00.00000068,11.889599
2009-06-10 16:55:00.00000039,6.200978
2009-06-10 16:55:00.000000124,4.7245474
2009-06-10 16:55:00.00000053,6.255281
2009-06-10 16:55:00.00000045,8.993357
2009-06-10 16:55:00.000000102,5.565463
2009-06-10 16:55:00.000000140,7.061294
2009-06-10 16:55:00.000000148,7.40261
2009-06-10 16:55:00.000000147,6.753862
2009-06-10 16:55:00.00000097,7.8700266
2009-06-10 16:55:00.00000094,6.455352
2009-06-10 16:55:00.00000078,8.119686
2009-06-10 16:55:00.00000035,6.2924123
2009-06-10 16:55:00.00000072,7.650071
2009-06-10 16:55:00.00000031,5.0801997
2009-06-10 16:55:00.00000056,7.9641724
2009-06-10 16:55:00.000000128,17.45026
2009-06-10 16:55:00.00000057,7.0403996
2009-06-10 16:55:00.00000030,7.257667
2009-06-10 16:55:00.00000043,11.268553
2009-06-10 16:55:00.000000146,7.1573296
2009-06-10 16:55:00.00000010,7.848144
2009-06-10 16:55:00.00000067,11.154312
2009-06-10 16:55:00.000000119,5.266915
2009-06-10 16:55:00.00000076,17.599203
2009-06-10 16:55:00.00000025,6.148131
2009-06-10 16:55:00.00000071,16.121958
2009-06-10 16:55:00.000000143,9.18262
2013-06-26 11:19:36.0000002,4.410103
2014-09-05 10:02:48.0000004,4.786342
2014-09-05 10:02:48.0000002,9.71729
2014-09-05 10:02:48.0000001,41.1208
2014-09-05 10:02:48.0000003,9.49378
2012-09-19 12:31:40.0000001,9.819883
2012-09-19 12:31:40.0000002,6.3976226
2009-03-22 04:31:40.0000002,19.314548
2009-08-27 02:31:44.0000001,17.598057
2009-05-02 20:11:32.0000001,8.986463
2009-05-02 20:11:32.0000004,8.97722
2011-02-20 02:31:16.0000002,8.121389
2011-02-20 02:31:16.0000001,19.017263
2011-06-24 12:03:00.00000010,5.940634
2011-06-24 12:03:00.00000067,11.360304
2011-06-24 12:03:00.00000071,11.284737
2011-06-24 12:03:00.000000100,6.759923
2011-06-24 12:03:00.000000145,7.336717
2011-06-24 12:03:00.000000152,10.504138
2011-06-24 12:03:00.00000026,12.975582
2011-06-24 12:03:00.000000199,5.9354787
2011-06-24 12:03:00.000000195,5.30337
2011-06-24 12:03:00.000000119,6.145614
2011-06-24 12:03:00.00000086,8.180788
2011-06-24 12:03:00.00000012,7.17165
2011-06-24 12:03:00.00000097,20.001442
2011-06-24 12:03:00.00000058,4.8999815
2011-06-24 12:03:00.000000176,4.5129204
2011-06-24 12:03:00.000000139,3.8219028
2011-06-24 12:03:00.00000048,7.0046725
2011-06-24 12:03:00.000000159,6.5243006
2011-06-24 12:03:00.00000079,5.719707
2011-06-24 12:03:00.000000138,7.1313224
2011-06-24 12:03:00.000000135,11.680015
2011-06-24 12:03:00.000000173,7.8167367
2011-06-24 12:03:00.000000162,12.692161
2011-06-24 12:03:00.00000018,10.569905
2011-06-24 12:03:00.000000136,6.6771417
2011-06-24 12:03:00.000000185,8.088806
2011-06-24 12:03:00.00000069,6.383801
2011-06-24 12:03:00.000000105,7.066247
2011-06-24 12:03:00.000000180,7.368353
2011-06-24 12:03:00.00000053,10.353216
2011-06-24 12:03:00.000000142,7.409882
2011-06-24 12:03:00.000000188,9.14827
2011-06-24 12:03:00.00000089,3.7456186
2011-06-24 12:03:00.000000109,7.58623
2011-06-24 12:03:00.00000074,6.5702486
2011-06-24 12:03:00.000000113,9.865743
2011-06-24 12:03:00.00000044,5.928833
2011-06-24 12:03:00.000000183,5.885518
2011-06-24 12:03:00.00000047,7.995782
2011-06-24 12:03:00.0000006,10.223217
2011-06-24 12:03:00.0000005,8.678813
2011-06-24 12:03:00.000000200,10.6697235
2011-06-24 12:03:00.000000127,8.611524
2011-06-24 12:03:00.000000120,11.783441
2011-06-24 12:03:00.000000133,5.937321
2011-06-24 12:03:00.00000073,5.972845
2011-06-24 12:03:00.000000101,4.4530444
2011-06-24 12:03:00.000000187,10.416517
2011-06-24 12:03:00.000000122,9.127858
2011-06-24 12:03:00.000000175,6.04361
2011-06-24 12:03:00.000000154,9.911121
2011-06-24 12:03:00.000000197,8.0278425
2011-06-24 12:03:00.00000017,8.040847
2011-06-24 12:03:00.000000186,10.033832
2011-06-24 12:03:00.00000020,9.60807
2011-06-24 12:03:00.00000035,9.706379
2011-06-24 12:03:00.000000193,7.791706
2011-06-24 12:03:00.000000201,8.585948
2011-06-24 12:03:00.00000054,28.19635
2011-06-24 12:03:00.00000075,7.9796624
2011-06-24 12:03:00.000000114,7.456296
2011-06-24 12:03:00.00000062,27.20183
2011-06-24 12:03:00.00000055,27.277897
2011-06-24 12:03:00.00000025,5.7338037
2011-06-24 12:03:00.00000022,5.206642
2011-06-24 12:03:00.000000144,13.489563
2011-06-24 12:03:00.000000177,6.02683
2011-06-24 12:03:00.000000124,5.3403087
2011-06-24 12:03:00.00000094,4.1913676
2011-06-24 12:03:00.00000041,6.7733765
2011-06-24 12:03:00.000000141,7.187411
2011-06-24 12:03:00.00000092,8.830091
2011-06-24 12:03:00.000000189,17.926794
2011-06-24 12:03:00.000000171,10.949198
2011-06-24 12:03:00.000000157,6.7505445
2011-06-24 12:03:00.000000179,7.705308
2011-06-24 12:03:00.000000107,12.422912
2011-06-24 12:03:00.00000095,16.171711
2011-06-24 12:03:00.00000076,12.423848
2011-06-24 12:03:00.000000156,6.9663897
2011-06-24 12:03:00.000000111,31.87697
2011-06-24 12:03:00.000000116,8.544596
2011-06-24 12:03:00.00000033,11.484357
2011-06-24 12:03:00.00000082,4.647432
2011-06-24 12:03:00.00000078,5.1743727
2011-06-24 12:03:00.00000051,8.785733
2011-06-24 12:03:00.000000143,11.546325
2011-06-24 12:03:00.000000126,14.187194
2011-06-24 12:03:00.00000088,10.286922
2011-06-24 12:03:00.000000191,18.317879
2011-06-24 12:03:00.00000063,11.936755
2011-06-24 12:03:00.00000045,14.832633
2011-06-24 12:03:00.00000060,7.366025
2011-06-24 12:03:00.00000040,33.752827
2011-06-24 12:03:00.00000057,9.287075
2011-06-24 12:03:00.00000013,6.286576
2011-06-24 12:03:00.00000068,30.363022
2011-06-24 12:03:00.000000165,4.2774076
2011-06-24 12:03:00.00000056,5.9774103
2011-06-24 12:03:00.000000150,7.4978933
2011-06-24 12:03:00.00000052,5.712783
2011-06-24 12:03:00.00000085,49.020054
2011-06-24 12:03:00.000000190,8.138792
2011-06-24 12:03:00.00000072,6.427476
2011-06-24 12:03:00.000000137,5.3918877
2011-06-24 12:03:00.000000102,5.6611223
2011-06-24 12:03:00.000000106,8.746837
2011-06-24 12:03:00.000000118,5.2251763
2011-06-24 12:03:00.00000046,14.392409
2011-06-24 12:03:00.000000110,11.615363
2011-06-24 12:03:00.000000181,6.29904
2011-06-24 12:03:00.000000194,5.2462044
2011-06-24 12:03:00.00000061,10.236085
2011-06-24 12:03:00.0000001,11.615929
2011-06-24 12:03:00.00000087,8.4237175
2011-06-24 12:03:00.00000066,5.469116
2011-06-24 12:03:00.000000146,6.607534
2011-06-24 12:03:00.000000149,49.417
2011-06-24 12:03:00.00000038,11.566098
2011-06-24 12:03:00.000000196,9.174094
2011-06-24 12:03:00.00000093,9.143645
2011-06-24 12:03:00.000000170,5.471424
2011-06-24 12:03:00.000000168,9.464795
2011-06-24 12:03:00.0000002,12.995778
2011-06-24 12:03:00.00000042,13.194008
2014-06-15 07:06:00.0000006,4.0703993
2014-06-15 07:06:00.00000037,8.790233
2014-06-15 07:06:00.00000025,6.0775723
2014-06-15 07:06:00.0000008,10.402557
2014-06-15 07:06:00.00000036,50.4838
2014-06-15 07:06:00.00000042,24.371946
2014-06-15 07:06:00.00000033,4.399234
2014-06-15 07:06:00.00000013,10.415362
2014-06-15 07:06:00.00000035,55.43242
2014-06-15 07:06:00.00000030,8.104315
2014-06-15 07:06:00.00000024,6.5497246
2014-06-15 07:06:00.00000031,8.694256
2014-06-15 07:06:00.0000009,14.929882
2014-06-15 07:06:00.00000039,54.66902
2014-06-15 07:06:00.00000010,8.10054
2014-06-15 07:06:00.00000019,13.779306
2014-06-15 07:06:00.00000041,7.4141154
2014-06-15 07:06:00.00000028,16.85546
2014-06-15 07:06:00.00000014,53.42189
2014-06-15 07:06:00.0000003,13.172733
2014-06-15 07:06:00.00000017,55.54092
2014-06-15 07:06:00.00000015,15.646167
2014-06-15 07:06:00.00000026,5.8144193
2014-06-15 07:06:00.0000002,12.79859
2014-06-15 07:06:00.00000040,5.10484
2014-06-15 07:06:00.00000016,5.2765055
2014-06-06 16:22:20.0000003,5.825045
2014-06-06 16:22:20.0000002,9.270482
2015-05-30 21:29:04.0000004,14.227069
2015-05-30 21:29:04.0000007,17.71177
2015-05-30 21:29:04.0000003,11.493709
2015-05-30 21:29:04.0000001,7.8683095
2009-10-26 12:01:36.0000001,10.0517645
2009-10-26 12:01:36.0000002,8.23637
2009-10-26 12:01:36.0000005,6.891121
2009-10-26 12:01:36.0000003,7.7487736
2013-02-02 15:45:08.0000003,8.788949
2013-02-02 15:45:08.0000001,8.681298
2013-02-02 15:45:08.0000002,13.245344
2015-04-15 06:47:04.0000001,7.520381
2015-04-15 06:47:04.0000002,10.085684
2010-12-14 23:27:36.0000001,5.120689
2009-03-05 11:03:04.0000002,4.830125
2009-03-05 11:03:04.0000001,12.553113
2013-07-18 12:23:40.0000003,5.071823
2013-07-18 12:23:40.0000002,6.404126
2013-07-18 12:23:40.0000001,8.054656
2014-04-14 13:48:32.0000004,9.220267
2014-04-14 13:48:32.0000003,5.6812587
2014-08-18 05:33:08.0000001,8.97933
2012-01-28 03:14:28.0000001,28.138674
2009-09-14 02:19:00.00000014,9.833376
2009-09-14 02:19:00.00000035,9.969303
2009-09-14 02:19:00.00000040,6.1875052
2009-09-14 02:19:00.00000031,4.8877864
2009-09-14 02:19:00.0000003,6.0096498
2009-09-14 02:19:00.00000025,7.9096813
2009-09-14 02:19:00.0000008,7.5082293
2009-09-14 02:19:00.00000024,9.9426155
2009-09-14 02:19:00.00000021,7.2497334
2009-09-14 02:19:00.00000036,9.486356
2009-09-14 02:19:00.0000009,45.046516
2009-09-14 02:19:00.0000001,8.729035
2009-09-14 02:19:00.00000018,4.620854
2009-09-14 02:19:00.00000039,9.840479
2009-09-14 02:19:00.0000002,14.970566
2009-09-14 02:19:00.00000038,7.4337573
2009-09-14 02:19:00.00000020,17.737816
2009-09-14 02:19:00.00000028,7.395376
2009-09-14 02:19:00.00000026,19.266914
2009-09-14 02:19:00.00000017,7.8878407
2009-09-14 02:19:00.00000030,7.78495
2009-09-14 02:19:00.00000016,5.9867043
2009-09-14 02:19:00.0000006,6.456901
2009-09-14 02:19:00.0000007,8.376064
2011-08-14 14:17:28.0000003,7.6090584
2011-08-14 14:17:28.0000001,5.47381
2011-08-14 14:17:28.0000004,6.442709
2011-08-14 14:17:28.0000002,5.797781
2011-08-14 14:17:28.0000005,13.195253
2014-03-17 16:07:56.0000002,55.59415
2010-11-03 21:09:56.0000002,5.350026
2010-11-03 21:09:56.0000001,11.261302
2012-12-11 23:37:08.0000002,9.444718
2012-12-11 23:37:08.0000005,9.449129
2012-12-11 23:37:08.0000004,6.8724995
2012-12-11 23:37:08.0000006,9.968027
2012-12-11 23:37:08.0000003,5.013422
2012-12-11 23:37:08.0000001,16.70977
2015-06-24 14:19:52.0000001,13.986487
2015-06-24 14:19:52.0000002,55.7477
